Journal;Year;Titel;Observation;Interview;Content Analysis;Other;Observation_y/n;Interview_y/n;ContentAnalysis_y/n;Other_y/n;Subject;Medium;Field
Journal of Advertising Research;2006;How Event Sponsors Are Really Identified: A (Baseball) Field Analysis;no;only method;no;no;no;yes;no;no;uses & gratifications; ;advertising
Journal of Advertising Research;2008;Television Advertising in the Arab World: A Status Report;no;no;only method;no;no;no;yes;no;media contents;audio-visual;advertising
Journal of Advertising Research;2003;Practitioners' Evolving Views on Product Placement Effectiveness;no;only method;no;no;no;yes;no;no;communicator research;audio-visual;advertising
Journal of Advertising Research;2009;The Role of Advertising in Word of Mouth;no;only method;no;no;no;yes;no;no;media contents;conversations;advertising
Journal of Advertising Research;2013;The Secret Sauce for Super Bowl Advertising: What Makes Marketing Work in the World's Most Watched Event?;no;only method;no;no;no;yes;no;no;media effects;audio-visual;advertising
Journal of Advertising Research;2002;Internet Diffusion in Japan: Cultural Considerations;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;advertising
Journal of Advertising Research;2011;Whats So Funny?;no;no;only method;no;no;no;yes;no;media contents;print;advertising
Journal of Advertising Research;2006;Predicting Webcasting Adoption via Personal Innovativeness and Perceived Utilities;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;advertising
Journal of Advertising Research;2003;Developing a Scale to Measure the Interactivity of Websites;no;no;only method;no;no;no;yes;no;methods;internet;combination
Journal of Advertising Research;2012;The Power of Before and After;no;no;no;only method;no;no;no;yes;media systems; ;advertising
Journal of Advertising Research;2003;Consumer Response to Print Prescription Drug Advertising;no;only method;no;no;no;yes;no;no;media effects;print;advertising
Journal of Advertising Research;2013;How Strong is the Pull of the Past? Measuring Personal Nostalgia Evoked by Advertising;no;only method;no;no;no;yes;no;no;media effects;combination;advertising
Journal of Advertising Research;2008;Collecting Hidden Consumer Data Online: Research on Homosexuals;no;only method;no;no;no;yes;no;no;methods;internet;advertising
Journal of Advertising Research;2002;Recall of Brand Placements in Computer/Video Games;no;only method;no;no;no;yes;no;no;media effects;games;advertising
Journal of Advertising Research;2012;"Whats Not to ""Like?""";no;no;no;only method;no;no;no;yes;uses & gratifications;computer;advertising
Journal of Advertising Research;2013;More Mutter About Clutter: Extending Empirical Generalizations to Facebook;no;only method;no;no;no;yes;no;no;media effects;computer;advertising
Journal of Advertising Research;2009;The Total Long-Term Sales Effects of Advertising: Lessons from Single Source;no;no;central method;subordinate method;no;no;yes;yes;methods;audio-visual;advertising
Journal of Advertising Research;2008;Targeting a Minority without Alienating the Majority: Advertising to Gays and Lesbians in Mainstream Media;no;only method;no;no;no;yes;no;no;media effects;audio-visual;advertising
Journal of Advertising Research;2007;How Mobile Advertising Works: The Role of Trust in Improving Attitudes and Recall;no;only method;no;no;no;yes;no;no;media effects;conversations;advertising
Journal of Advertising Research;2006;Interactive IMC: The Relational-Transactional Continuum and the Synergistic Use of Customer Data;no;only method;no;no;no;yes;no;no;uses & gratifications; ;advertising
Journal of Advertising Research;2011;The Future is Now;no;only method;no;no;no;yes;no;no;methods; ;advertising
Journal of Advertising Research;2013;Editorial: What We Know About Advertising;no;only method;no;no;no;yes;no;no;media effects;combination;advertising
Journal of Advertising Research;2008;Predicting Premium Proneness;no;only method;no;no;no;yes;no;no;media effects; ;advertising
Journal of Advertising Research;2010;Match Game;no;only method;no;no;no;yes;no;no;media effects; ;advertising
Journal of Advertising Research;2002;How Early Can Video Revenue Be Accurately Predicted?;no;no;no;only method;no;no;no;yes;media systems;audio-visual;advertising
Journal of Advertising Research;2006;Effectiveness of Telescopic Advertisements Delivered via Personal Video Recorders;no;only method;no;no;no;yes;no;no;media effects;audio-visual;advertising
Journal of Advertising Research;2011;The Naked Truth;no;only method;no;no;no;yes;no;no;uses & gratifications;print;advertising
Journal of Advertising Research;2013;Achieving Reach in a Multi-Media Environment How a Marketer's First Step Provides the Direction for the Second;no;only method;no;no;no;yes;no;no;media effects;combination;advertising
Journal of Advertising Research;2012;Brand Image and Brand Usage;no;coequal method;no;coequal method;no;yes;no;yes;uses & gratifications; ;advertising
Journal of Advertising Research;2003;Media and Message Effects on DTC Prescription Drug Print Advertising Awareness;no;only method;no;no;no;yes;no;no;media effects;print;advertising
Journal of Advertising Research;2009;Empirical Evidence of TV Advertising Effectiveness;no;no;only method;no;no;no;yes;no;media effects;audio-visual;advertising
Journal of Advertising Research;2014;When Do Advertising Parodies Hurt? The Power of Humor and Credibility In Viral Spoof Advertisements;no;only method;no;no;no;yes;no;no;media effects;combination;advertising
Journal of Advertising Research;2009;The Spacing Effects of Multiple Exposures on Memory: Implications for Advertising Scheduling;no;only method;no;no;no;yes;no;no;media effects;audio-visual;advertising
Journal of Advertising Research;2011;Rx for Brand Consistency;no;only method;no;no;no;yes;no;no;media effects;combination;advertising
Journal of Advertising Research;2012;New Brand Extensions;no;no;no;only method;no;no;no;yes;media systems; ;advertising
Journal of Advertising Research;2008;Culturally Customizing Websites for U.S. Hispanic Online Consumers;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;advertising
Journal of Advertising Research;2003;The Contribution of Direct Mail Advertising to Average Weekly Unit Sales;no;no;no;coequal method;no;no;no;yes;media effects;computer;advertising
Journal of Advertising Research;2003;Business Perceptions of the Role of Billboards in the U.S. Economy;no;only method;no;no;no;yes;no;no;media effects;combination;advertising
Journal of Advertising Research;2009;Is Once Really Enough? Making Generalizations about Advertising's Convex Sales Response Function;no;no;only method;no;no;no;yes;no;media effects;combination;advertising
Journal of Advertising Research;2013;Is the Multi-Platform Whole More Powerful Than Its Separate Parts? Measuring the Sales Effects of Cross-Media Advertising;no;only method;no;no;no;yes;no;no;media effects;combination;advertising
Journal of Advertising Research;2009;Generalizations about Advertising Effectiveness in Markets;no;no;no;only method;no;no;no;yes;media systems;combination;advertising
Journal of Advertising Research;2012;In 25 Years, Across 50 Categories, User Profiles for Directly Competing Brands Seldom Differ;no;coequal method;no;coequal method;no;yes;no;yes;uses & gratifications; ;advertising
Journal of Advertising Research;2013;What Works Best When Combining Television Sets, PCs, Tablets, or Mobile Phones? How Synergies Across Devices Result From Cross-Device Effects and Cross-Format Synergies;no;only method;no;no;no;yes;no;no;media effects;combination;advertising
Journal of Advertising Research;2008;Hispanic Ethnicity and Media Behavior;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;combination
Journal of Advertising Research;2006;When Synergy in Marketing Communication Online Enhances Audience Response: The Effects of Varying Advertising and Product Publicity Messages;no;only method;no;no;no;yes;no;no;uses & gratifications; ;advertising
Journal of Advertising Research;2014;How Corporate Cultures Drive Advertising and Promotion Budgets;no;no;only method;no;no;no;yes;no;methods;combination;advertising
Journal of Advertising Research;2009;Advertising Empirical Generalizations: Implications for Research and Action;no;only method;no;no;no;yes;no;no;communicator research; ;advertising
Journal of Advertising Research;2015;Measuring the Long-Term Effects Of Television Advertising;no;only method;no;no;no;yes;no;no;media effects;audio-visual;advertising
Journal of Advertising Research;2005;How Behavioral Primacy Interacts with Short-Term Marketing Tactics to Influence Subsequent Long-Term Brand Choice;no;only method;no;no;no;yes;no;no;uses & gratifications; ;advertising
Journal of Advertising Research;2006;Recall Effect of Short Message Service as a Complementary Marketing Communications Instrument;no;only method;no;no;no;yes;no;no;media effects;conversations;advertising
Journal of Advertising Research;2009;A New Theorem for Optimizing the Advertising Budget;no;no;no;only method;no;no;no;yes;media systems; ;advertising
Journal of Advertising Research;2005;The Double Jeopardy Phenomenon and the Mediating Effect of Brand Penetration between Advertising and Brand Loyalty;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;advertising
Journal of Advertising Research;2014;"What Makes People ""Like"" Comedic-Violence Advertisements? A Model for Predicting Attitude and Sharing Intention";no;only method;no;no;no;yes;no;no;media effects;computer;advertising
Journal of Advertising Research;2004;Capturing the Flow of Emotion in Television Commercials: A New Approach;no;no;only method;no;no;no;yes;no;methods;audio-visual;combination
Journal of Advertising Research;2001;The Effects of Ethnicity and Product on Purchase Decision Making;no;only method;no;no;no;yes;no;no;uses & gratifications; ;advertising
Journal of Advertising Research;2010;Assessing a New Advertising Effect;no;no;no;only method;no;no;no;yes;media effects;internet;advertising
Journal of Broadcasting & Electronic Media;2007;Producers, Directors, and Horizontal Communication in Television News Production;no;only method;no;no;no;yes;no;no;communicator research;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2012;What's The Gendered Story? Vancouver's Prime Time Olympic Glory on NBC;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2011;What are You Laughing at? Examining White Identity and Enjoyment of Black Entertainment;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2009;Publicized Intimacies on Reality Television: An Analysis of Voyeuristic Content and Its Contribution to the Appeal of Reality Programming;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2011;Nationalistic Notions of the Superpowers: Comparative Analyses of the American and Chinese Telecasts in the 2008 Beijing Olympiad;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2008;The Games Through the NBC Lens: Gender, Ethnic, and National Equity in the 2006 Torino Winter Olympics;no;only method;no;no;no;yes;no;no;media contents;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2005;Local Television News Anchors' Public Appearances;no;only method;no;no;no;yes;no;no;communicator research;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2004;Little in Common: Racial and Gender Differences in Adolescents' Television Diets;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2005;Parental Mediation of Undesired Advertising Effects;no;only method;no;no;no;yes;no;no;media effects;audio-visual;advertising
Journal of Broadcasting & Electronic Media;2002;Television Viewing and Perceptions About Race Differences in Socioeconomic Success;no;coequal method;coequal method;no;no;yes;yes;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2000;Online Privacy Issues Associated with Web Sites for Children;no;no;only method;no;no;no;yes;no;media contents;internet;combination
Journal of Broadcasting & Electronic Media;2009;Media Exposure and Viewers' Attitudes Toward Homosexuality: Evidence for Mainstreaming or Resonance?;no;only method;no;no;no;yes;no;no;media effects;combination;combination
Journal of Broadcasting & Electronic Media;2009;Effects of Priming Social Goals on Personal Interest in Television News;no;only method;no;no;no;yes;no;no;media effects;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2015;Age Differences in Online Social Networking: Extending Socioemotional Selectivity Theory to Social Network Sites;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Broadcasting & Electronic Media;2002;The PBS Brand Versus Cable Brands: Assessing the Brand Image of Public Television in a Multichannel Environment;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2009;ÔÇ£Split ScreensÔÇØ and ÔÇ£Spin RoomsÔÇØ: Debate Modality, Post-Debate Coverage, and the New Videomalaise;no;only method;no;no;no;yes;no;no;media effects;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2003;Television Exposure and the Public's Perceptions of Physicians;no;only method;no;no;no;yes;no;no;media effects;audio-visual;combination
Journal of Broadcasting & Electronic Media;2005;Hopelessness and Loneliness as Predictors of Older Adults' Involvement With Favorite Television Performers;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2002;Television Viewing Preferences: Programs, Schedules, and the Structure of Viewing Choices Made by Israeli Adults;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2010;Does Reality Backbite? Physical, Verbal, and Relational Aggression in Reality Television Programs;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2004;How America Adopted Radio: Demographic Differences in Set Ownership Reported in the 1930-1950 U.S. Censuses;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2012;A Public Sphere in Decline The State of Localism in Talk Radio;no;only method;no;no;no;yes;no;no;media effects;internet;PR/campaining
Journal of Broadcasting & Electronic Media;2013;The Players They are A-Changin': The Rise of Older MMO Gamers;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Journal of Broadcasting & Electronic Media;2014;Partisan Balance and Bias in TV Network Coverage of the 2000, 2004, and 2008 Presidential Elections;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2006;Getting Hooked on News: Uses and Gratifications and the Formation of News Habits Among College Students in an Internet Environment;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2009;Controlling Nature: Weathercasts on Local Television News;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2006;Children of the Net: An Empirical Exploration Into the Evaluation of Internet Content;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Journal of Broadcasting & Electronic Media;2004;Television Viewing, Perceived Similarity, and Adolescents' Expectations of a Romantic Partner;no;only method;no;no;no;yes;no;no;media effects;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2008;The Effects of Sex in Television Drama Shows on Emerging Adults' Sexual Attitudes and Moral Judgments;no;only method;no;no;no;yes;no;no;media effects;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2007;Sexual Socialization Messages on Television Programs Most Popular Among Teens;no;no;only method;no;no;no;yes;no;media contents;audio-visual;combination
Journal of Broadcasting & Electronic Media;2007;Show the Truth and Let the Audience Decide: A Web-Based Survey Showing Support among Viewers of Al-Jazeera for Use of Graphic Imagery;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2000;The World Wide Web as a Functional Alternative to Television;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Journal of Broadcasting & Electronic Media;2002;Online Action in Campaign 2000: An Exploratory Analysis of the U.S. Political Web Sphere;no;coequal method;coequal method;no;no;yes;yes;no;media contents;internet;PR/campaining
Journal of Broadcasting & Electronic Media;2007;No Joke: A Comparison of Substance in The Daily Show with Jon Stewart and Broadcast Network Television Coverage of the 2004 Presidential Election Campaign;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2007;Intra-Asian Cultural Flow: Cultural Homologies in Hong Kong and Japanese Television Soap Operas;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2001;Agenda-Setting and Spanish Cable News;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2008;Direct and Indirect Aggression on Prime-Time Network Television;no;no;only method;no;no;no;yes;no;media contents;audio-visual;combination
Journal of Broadcasting & Electronic Media;2007;When Oprah Intervenes: Political Correlates of Daytime Talk Show Viewing;no;only method;no;no;no;yes;no;no;media effects;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2011;Using Twitter for Promotion and Branding A Content Analysis of Local Television Twitter Sites;no;no;only method;no;no;no;yes;no;media contents;computer;journalism
Journal of Broadcasting & Electronic Media;2009;ÔÇ£NaturallyÔÇØ Less Exciting? Visual Production of Men's and Women's Track and Field Coverage During the 2004 Olympics;no;coequal method;coequal method;no;no;yes;yes;no;uses & gratifications;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2015;Predictors of Social Television Viewing: How Perceived Program, Media, and Audience Characteristics Affect Social Engagement With Television Programming;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2015;Entertainment-Oriented Gratifications of Sports Media: Contributors to Suspense, Hedonic Enjoyment, and Appreciation;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2013;Digitally Savvy Citizenship: The Role of Internet Skills and Engagement in Young Adults' Political Participation around the 2008 Presidential Election;no;only method;no;no;no;yes;no;no;media effects;computer;PR/campaining
Journal of Broadcasting & Electronic Media;2009;Social Interaction and Co-Viewing With YouTube: Blending Mass Communication Reception and Social Connection;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;private_shpere
Journal of Broadcasting & Electronic Media;2003;Homosexuality on All My Children: Transforming the Daytime Landscape;no;only method;no;no;no;yes;no;no;media effects;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2009;The Rivalry of Nonverbal Cues on the Perception of Politicians by Television Viewers;no;only method;no;no;no;yes;no;no;media effects;conversations;PR/campaining
Journal of Broadcasting & Electronic Media;2008;Socialization to Work in Late Adolescence: The Role of Television and Family;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2003;Environmental Concern, Patterns of Television Viewing, and Pro-Environmental Behaviors: Integrating Models of Media Consumption and Effects;no;only method;no;no;no;yes;no;no;media effects;audio-visual;combination
Journal of Broadcasting & Electronic Media;2013;Young Voter Perceptions of Political Satire as Persuasion: A Focus on Perceived Influence, Persuasive Intent, and Message Strength;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2010;Understanding Media Diversity: Structural and Organizational Factors Influencing Minority Employment in Local Commercial Television;no;no;no;only method;no;no;no;yes;media systems;combination;combination
Journal of Broadcasting & Electronic Media;2004;The Effects of the Media on Body Image: A Meta-Analysis;no;no;only method;no;no;no;yes;no;media effects;combination;combination
Journal of Broadcasting & Electronic Media;2014;Communicating Social Relationships via the Use of Photo-Messaging;no;no;only method;no;no;no;yes;no;interpersonal communication;computer;private_shpere
Journal of Broadcasting & Electronic Media;2012;The Influence of Computer-Mediated Communication Apprehension on Motives for Facebook Use;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Broadcasting & Electronic Media;2013;The Effects of Profanity in Violent Video Games on Players' Hostile Expectations, Aggressive Thoughts and Feelings, and Other Responses;no;only method;no;no;no;yes;no;no;media effects;games;entertainment
Journal of Broadcasting & Electronic Media;2012;Toward Integrative Models of Flow  Effects of Performance, Skill, Challenge, Playfulness, and Presence on Flow in Video Games;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Journal of Broadcasting & Electronic Media;2011;Televisions Role in the Culture of Violence Toward Women A Study of Television Viewing and the Cultivation of Rape Myth Acceptance in the United States;no;only method;no;no;no;yes;no;no;media effects;audio-visual;combination
Journal of Broadcasting & Electronic Media;2011;Critical Discourse Analysis of CNN Internationals Coverage of Africa;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2015;Mirroring the Media: The Relationship Between Media Consumption, Media Internalization, and Profile Picture Characteristics on Facebook;no;coequal method;coequal method;no;no;yes;yes;no;uses & gratifications;computer;private_shpere
Journal of Broadcasting & Electronic Media;2000;Displacement Effects of Online Media in the Socio-Technical Contexts of Households;no;only method;no;no;no;yes;no;no;media effects;combination;combination
Journal of Broadcasting & Electronic Media;2001;Offensive Language in Prime Time Television: Before and After Content Ratings;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2003;Low Television, High Fidelity: Taste and the Gendering of Home Entertainment Technologies;no;coequal method;coequal method;no;no;yes;yes;no;uses & gratifications;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2006;Connections Between Internet Use and Political Efficacy, Knowledge, and Participation;no;only method;no;no;no;yes;no;no;media effects;internet;journalism
Journal of Broadcasting & Electronic Media;2014;Portrayals of Women in Transnational Arab Television Drama Series;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2014;Music Selection Behaviors in Everyday Listening;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2013;Tweeting the Viewer—Use of Twitter in a Talk Show Context;no;no;only method;no;no;no;yes;no;uses & gratifications;computer;combination
Journal of Broadcasting & Electronic Media;2008;Constructing Gender Stereotypes Through Social Roles in Prime-Time Television;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2006;Reality Television and Third-Person Perception;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2002;The Influence of Organizational Structure on Radio Programming: The Case of Classical Music Radio;no;no;only method;no;no;no;yes;no;media contents;audio-visual;combination
Journal of Broadcasting & Electronic Media;2001;New Media and Market Competition: A Niche Analysis of Television News, Electronic News, and Newspaper News in Taiwan;no;central method;subordinate method;no;no;yes;yes;no;media effects;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2014;Exploring Attribution of Responsibility in a Cross-National Study of TV News Coverage of the 2009 United Nations Climate Change Conference in Copenhagen;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2010;Satellite Radio Adoption Demand: Consumer Beliefs, Attitudes and Intentions;no;no;only method;no;no;no;yes;no;media contents;audio-visual;combination
Journal of Broadcasting & Electronic Media;2010;Antecedents and Consequences of Cross-Media Usage: A Study of a TV Program's Official Web Site;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;entertainment
Journal of Broadcasting & Electronic Media;2005;Exposure to Internet Pornography and Taiwanese Adolescents' Sexual Attitudes and Behavior;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;entertainment
Journal of Broadcasting & Electronic Media;2015;Nothing to Fear? An Analysis of College Students' Fear Experiences With Video Games;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Journal of Broadcasting & Electronic Media;2001;Public Journalism Through the Lens: How Television Broadcasters Covered Campaign '96;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2006;Media Representations of Race, Prototypicality, and Policy Reasoning: An Application of Self-Categorization Theory;no;only method;no;no;no;yes;no;no;media effects;combination;combination
Journal of Broadcasting & Electronic Media;2001;When I Die, I Feel Small: Electronic Game Characters and the Social Self;no;coequal method;no;coequal method;no;yes;no;yes;uses & gratifications;games;entertainment
Journal of Broadcasting & Electronic Media;2014;Media Fragmentation, Attribute Agenda Setting, and Political Opinions About Iraq;no;only method;no;no;no;yes;no;no;media effects;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2007;Determining Dimensions of Reality: A Concept Mapping of the Reality TV Landscape;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2002;Audience Valuation and Minority Media: An Analysis of the Determinants of the Value of Radio Audiences;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2001;Parent and Child Perspectives on the Presence and Meaning of Parental Television Mediation;no;only method;no;no;no;yes;no;no;media effects;audio-visual;private_shpere
Journal of Broadcasting & Electronic Media;2012;Affordances, Technical Agency, and the Politics of Technologies of Cultural Production;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2012;Message Expression Effects in Online Social Communication;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Journal of Broadcasting & Electronic Media;2010;Inclusion or Illusion? An Analysis of the FCC's Public Hearings on Media Ownership 2006-2007;no;no;only method;no;no;no;yes;no;media systems;audio-visual;combination
Journal of Broadcasting & Electronic Media;2002;appropriate for all audiences?;no;no;central method;subordinate method;no;no;yes;yes;media contents;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2000;An Examination of Factors Related to Sex Differences In Enjoyment of Sad Films;no;coequal method;coequal method;no;no;yes;yes;no;media effects;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2007;An Exploratory Study of Reality Appeal: Uses and Gratifications of Reality TV Shows;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2000;Predictors of Internet Use;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Journal of Broadcasting & Electronic Media;2000;Inhibiting Speech through Exemplar Distribution: Can We Predict a Spiral of Silence?;no;only method;no;no;no;yes;no;no;media effects;conversations;private_shpere
Journal of Broadcasting & Electronic Media;2008;The Influence of Television News Depictions of the Images of War on Viewers;no;only method;no;no;no;yes;no;no;media effects;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2000;`Pioneers, Girlfriends and Wives:' An Agenda for Research on Women and the Organizational Culture..;no;only method;no;no;no;yes;no;no;communicator research;combination;combination
Journal of Broadcasting & Electronic Media;2000;The Context of Graphic Portrayals of Television Violence;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2012;From State Controlled to Public Service Broadcasting Signs of Change in Serbias RTS Television Newscasts 1989-2009;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2006;Judging the Degree of Violence in Media Portrayals: A Cross-Genre Comparison;no;coequal method;coequal method;no;no;yes;yes;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2006;Older Characters in Children's Animated Television Programs: A Content Analysis of Their Portrayal;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2007;Antecedents of Adolescents' Motives for Television Use;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Journal of Broadcasting & Electronic Media;2012;Media Use and the Sexual Propensities of Emerging Adults;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2015;The Uses and Gratifications of Media Migration: Investigating the Activities, Motivations, and Predictors of Migration Behaviors Originating in Entertainment Television;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2014;Investigating Suspense as a Predictor of Enjoyment in Sports Video Games;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Journal of Broadcasting & Electronic Media;2007;Effects of Personality Types on the Use of Television Genre;no;only method;no;no;no;yes;no;no;media effects;audio-visual;combination
Journal of Broadcasting & Electronic Media;2004;Aging on Television: Messages Relating to Gender, Race, and Occupation in Prime Time;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2013;Youth Engagement in Singapore: The Interplay of Social and Traditional Media;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;combination
Journal of Broadcasting & Electronic Media;2001;Shifts in Public Affairs Reporting on the Network Evening News: A Move Toward the Sensational;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2015;I'm Going to Instagram It! An Analysis of Athlete Self-Presentation on Instagram;no;no;only method;no;no;no;yes;no;media contents;computer;private_shpere
Journal of Broadcasting & Electronic Media;2014;Routinizing a New Technology in the Newsroom: Twitter as a News Source in Mainstream Media;no;no;only method;no;no;no;yes;no;communicator research;print;journalism
Journal of Broadcasting & Electronic Media;2004;Expressions of Identity Online: Prominent Features and Gender Differences in Adolescents' World Wide Web Home Pages;no;no;only method;no;no;no;yes;no;media contents;internet;combination
Journal of Broadcasting & Electronic Media;2005;The Raw Nature of Televised Professional Wrestling: Is the Violence a Cause for Concern?;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Journal of Broadcasting & Electronic Media;2015;Influences on the Construction of Health News: The Reporting Practices of Local Television News Health Journalists;no;only method;no;no;no;yes;no;no;communicator research;audio-visual;journalism
Journal of Broadcasting & Electronic Media;2003;Does Audience Skepticism of the Media Matter in Agenda Setting?;no;coequal method;coequal method;no;no;yes;yes;no;media effects;combination;journalism
Journal of Broadcasting & Electronic Media;2006;Television News Avoidance: Exploratory Results From a One-Year Follow-Up Study;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;journalism
